Age_Group,Skin_Type,Skin_Subtype,Sensitivity,Concern,Internal_Type,Ingredients,Concentrations,Effects
25-36,Combination,T-Zone Oily Cheeks Dry,No,Wrinkles,General,Hyaluronic Acid + Retinol + Coenzyme Q10,8% + 2% + 5%,"Hydrates and plumps the skin, Stimulates collagen production and reduces wrinkles, Provides antioxidant protection and supports skin repair"
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Comedonal,Niacinamide + Salicylic Acid + Zinc PCA,5% + 1% + 10%,"Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil, Controls sebum production"
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Inflammatory,Benzoyl Peroxide + Niacinamide + Zinc PCA,5% + 8% + 3%,"Kills acne-causing bacteria, Reduces inflammation and regulates sebum, Controls sebum production"
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Nodular,Salicylic Acid + Benzoyl Peroxide + Green Tea Extract,2% + 5% + 10%,"Unclogs pores and removes excess oil, Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits"
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Cystic,Niacinamide + Salicylic Acid + Benzoyl Peroxide,3% + 0.5% + 10%,"Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil, Kills acne-causing bacteria"
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Dark Circles,Pigmented,Niacinamide + Hyaluronic Acid + Vitamin C,2% + 0.5% + 3%,"Reduces inflammation and regulates sebum, Hydrates and plumps the skin, Brightens skin and reduces pigmentation"
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Dark Circles,Vascular,Vitamin K + Hyaluronic Acid + Vitamin C,2% + 1% + 0.5%,"Improves blood circulation under eyes, Hydrates and plumps the skin, Brightens skin and reduces pigmentation"
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Dark Spots,General,Vitamin C + Alpha Arbutin + Kojic Acid,5% + 3% + 10%,"Brightens skin and reduces pigmentation, Reduces hyperpigmentation and dark spots, Lightens pigmentation and skin discoloration"
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Dullness,General,Vitamin C + Niacinamide + Hyaluronic Acid,3% + 8% + 0.5%,"Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Hydrates and plumps the skin"
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Hyperpigmentation,General,Tranexamic Acid + Alpha Arbutin + Vitamin C,3% + 0.5% + 8%,"Reduces melanin production and pigmentation, Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation"
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Open Pores,General,Niacinamide + Azelaic Acid + Green Tea Extract,10% + 3% + 1%,"Reduces inflammation and regulates sebum, Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits"
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Redness,General,Niacinamide + Centella Asiatica + Green Tea Extract,8% + 5% + 1%,"Reduces inflammation and regulates sebum, Soothes irritation and repairs skin barrier, Provides antioxidant and anti-inflammatory benefits"
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Sun Tan,General,Aloe Vera + Alpha Arbutin + Vitamin C,8% + 5% + 10%,"Soothes and hydrates irritated skin, Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation"
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Whiteheads / Blackheads,General,Salicylic Acid + Zinc PCA + Niacinamide,10% + 0.5% + 3%,"Unclogs pores and removes excess oil, Controls sebum production, Reduces inflammation and regulates sebum"
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Wrinkles,General,Coenzyme Q10 + Niacinamide + Peptides,5% + 0.5% + 1%,"Provides antioxidant protection and supports skin repair, Reduces inflammation and regulates sebum, Improves skin elasticity and firmness"
25-36,Combination,T-Zone Dry Cheeks Oily,No,Acne,Comedonal,Green Tea Extract + Salicylic Acid + Niacinamide,5% + 8% + 1%,"Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum"
25-36,Combination,T-Zone Dry Cheeks Oily,No,Acne,Inflammatory,Zinc PCA + Benzoyl Peroxide + Azelaic Acid,10% + 0.5% + 8%,"Controls sebum production, Kills acne-causing bacteria, Reduces acne and improves skin texture"
25-36,Combination,T-Zone Dry Cheeks Oily,No,Acne,Nodular,Benzoyl Peroxide + Azelaic Acid + Niacinamide,0.5% + 2% + 1%,"Kills acne-causing bacteria, Reduces acne and improves skin texture, Reduces inflammation and regulates sebum"
25-36,Combination,T-Zone Dry Cheeks Oily,No,Acne,Cystic,Salicylic Acid + Benzoyl Peroxide + Green Tea Extract,0.5% + 5% + 8%,"Unclogs pores and removes excess oil, Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits"
25-36,Combination,T-Zone Dry Cheeks Oily,No,Dark Circles,Pigmented,Vitamin K + Hyaluronic Acid + Vitamin C,0.5% + 10% + 2%,"Improves blood circulation under eyes, Hydrates and plumps the skin, Brightens skin and reduces pigmentation"
25-36,Combination,T-Zone Dry Cheeks Oily,No,Dark Circles,Vascular,Caffeine + Niacinamide + Licorice Extract,10% + 0.5% + 2%,"Reduces puffiness and improves circulation, Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone"
25-36,Combination,T-Zone Dry Cheeks Oily,No,Dark Spots,General,Vitamin C + Kojic Acid + Niacinamide,0.5% + 8% + 2%,"Brightens skin and reduces pigmentation, Lightens pigmentation and skin discoloration, Reduces inflammation and regulates sebum"
25-36,Combination,T-Zone Dry Cheeks Oily,No,Dullness,General,Niacinamide + Lactic Acid + Green Tea Extract,5% + 0.5% + 2%,"Reduces inflammation and regulates sebum, Gently exfoliates and improves skin radiance, Provides antioxidant and anti-inflammatory benefits"
25-36,Combination,T-Zone Dry Cheeks Oily,No,Hyperpigmentation,General,Niacinamide + Alpha Arbutin + Vitamin C,8% + 5% + 0.5%,"Reduces inflammation and regulates sebum, Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation"
25-36,Combination,T-Zone Dry Cheeks Oily,No,Open Pores,General,Green Tea Extract + Azelaic Acid + Clay,10% + 2% + 0.5%,"Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture, Absorbs excess oil and tightens pores"
25-36,Combination,T-Zone Dry Cheeks Oily,No,Redness,General,Aloe Vera + Green Tea Extract + Chamomile Extract,0.5% + 2% + 8%,"Soothes and hydrates irritated skin, Provides antioxidant and anti-inflammatory benefits, Calms redness and irritation"
25-36,Combination,T-Zone Dry Cheeks Oily,No,Sun Tan,General,Aloe Vera + Alpha Arbutin + Niacinamide,3% + 5% + 8%,"Soothes and hydrates irritated skin, Reduces hyperpigmentation and dark spots, Reduces inflammation and regulates sebum"
25-36,Combination,T-Zone Dry Cheeks Oily,No,Whiteheads / Blackheads,General,Zinc PCA + Willow Bark Extract + Niacinamide,2% + 5% + 8%,"Controls sebum production, Naturally exfoliates and clears pores, Reduces inflammation and regulates sebum"
25-36,Combination,T-Zone Dry Cheeks Oily,No,Wrinkles,General,Coenzyme Q10 + Niacinamide + Peptides,10% + 1% + 3%,"Provides antioxidant protection and supports skin repair, Reduces inflammation and regulates sebum, Improves skin elasticity and firmness"
37-45,Normal,Normal to Dry,Yes,Acne,Comedonal,Zinc PCA + Green Tea Extract + Benzoyl Peroxide,5% + 8% + 2%,"Controls sebum production, Provides antioxidant and anti-inflammatory benefits, Kills acne-causing bacteria"
37-45,Normal,Normal to Dry,Yes,Acne,Inflammatory,Azelaic Acid + Green Tea Extract + Zinc PCA,3% + 10% + 5%,"Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits, Controls sebum production"
37-45,Normal,Normal to Dry,Yes,Acne,Nodular,Niacinamide + Salicylic Acid + Benzoyl Peroxide,0.5% + 5% + 3%,"Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil, Kills acne-causing bacteria"
37-45,Normal,Normal to Dry,Yes,Acne,Cystic,Salicylic Acid + Niacinamide + Azelaic Acid,3% + 1% + 2%,"Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum, Reduces acne and improves skin texture"
37-45,Normal,Normal to Dry,Yes,Dark Circles,Pigmented,Vitamin C + Niacinamide + Vitamin K,3% + 8% + 10%,"Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Improves blood circulation under eyes"
37-45,Normal,Normal to Dry,Yes,Dark Circles,Vascular,Hyaluronic Acid + Niacinamide + Caffeine,10% + 2% + 0.5%,"Hydrates and plumps the skin, Reduces inflammation and regulates sebum, Reduces puffiness and improves circulation"
37-45,Normal,Normal to Dry,Yes,Dark Spots,General,Alpha Arbutin + Kojic Acid + Niacinamide,10% + 8% + 1%,"Reduces hyperpigmentation and dark spots, Lightens pigmentation and skin discoloration, Reduces inflammation and regulates sebum"
37-45,Normal,Normal to Dry,Yes,Dullness,General,Green Tea Extract + Lactic Acid + Niacinamide,2% + 5% + 10%,"Provides antioxidant and anti-inflammatory benefits, Gently exfoliates and improves skin radiance, Reduces inflammation and regulates sebum"
37-45,Normal,Normal to Dry,Yes,Hyperpigmentation,General,Alpha Arbutin + Tranexamic Acid + Niacinamide,10% + 5% + 8%,"Reduces hyperpigmentation and dark spots, Reduces melanin production and pigmentation, Reduces inflammation and regulates sebum"
37-45,Normal,Normal to Dry,Yes,Open Pores,General,Green Tea Extract + Azelaic Acid + Niacinamide,5% + 1% + 10%,"Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture, Reduces inflammation and regulates sebum"
37-45,Normal,Normal to Dry,Yes,Redness,General,Chamomile Extract + Centella Asiatica + Niacinamide,1% + 2% + 8%,"Calms redness and irritation, Soothes irritation and repairs skin barrier, Reduces inflammation and regulates sebum"
37-45,Normal,Normal to Dry,Yes,Sun Tan,General,Alpha Arbutin + Aloe Vera + Vitamin C,10% + 8% + 0.5%,"Reduces hyperpigmentation and dark spots, Soothes and hydrates irritated skin, Brightens skin and reduces pigmentation"
37-45,Normal,Normal to Dry,Yes,Whiteheads / Blackheads,General,Salicylic Acid + Glycolic Acid + Niacinamide,10% + 3% + 8%,"Unclogs pores and removes excess oil, Exfoliates dead skin cells and smooths skin, Reduces inflammation and regulates sebum"
37-45,Normal,Normal to Dry,Yes,Wrinkles,General,Niacinamide + Coenzyme Q10 + Retinol,5% + 3% + 2%,"Reduces inflammation and regulates sebum, Provides antioxidant protection and supports skin repair, Stimulates collagen production and reduces wrinkles"
37-45,Normal,Normal to Dry,No,Acne,Comedonal,Zinc PCA + Azelaic Acid + Green Tea Extract,5% + 1% + 2%,"Controls sebum production, Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits"
37-45,Normal,Normal to Dry,No,Acne,Inflammatory,Salicylic Acid + Green Tea Extract + Azelaic Acid,1% + 10% + 3%,"Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture"
37-45,Normal,Normal to Dry,No,Acne,Nodular,Benzoyl Peroxide + Niacinamide + Azelaic Acid,2% + 3% + 5%,"Kills acne-causing bacteria, Reduces inflammation and regulates sebum, Reduces acne and improves skin texture"
37-45,Normal,Normal to Dry,No,Acne,Cystic,Green Tea Extract + Salicylic Acid + Benzoyl Peroxide,10% + 0.5% + 1%,"Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil, Kills acne-causing bacteria"
37-45,Normal,Normal to Dry,No,Dark Circles,Pigmented,Vitamin K + Caffeine + Hyaluronic Acid,8% + 3% + 0.5%,"Improves blood circulation under eyes, Reduces puffiness and improves circulation, Hydrates and plumps the skin"
37-45,Normal,Normal to Dry,No,Dark Circles,Vascular,Vitamin C + Niacinamide + Caffeine,8% + 1% + 2%,"Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Reduces puffiness and improves circulation"
37-45,Normal,Normal to Dry,No,Dark Spots,General,Alpha Arbutin + Vitamin C + Licorice Extract,3% + 5% + 2%,"Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone"
37-45,Normal,Normal to Dry,No,Dullness,General,Vitamin C + Lactic Acid + Hyaluronic Acid,0.5% + 1% + 2%,"Brightens skin and reduces pigmentation, Gently exfoliates and improves skin radiance, Hydrates and plumps the skin"
37-45,Normal,Normal to Dry,No,Hyperpigmentation,General,Alpha Arbutin + Niacinamide + Vitamin C,0.5% + 1% + 8%,"Reduces hyperpigmentation and dark spots, Reduces inflammation and regulates sebum, Brightens skin and reduces pigmentation"
37-45,Normal,Normal to Dry,No,Open Pores,General,Clay + Green Tea Extract + Azelaic Acid,3% + 8% + 2%,"Absorbs excess oil and tightens pores, Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture"
37-45,Normal,Normal to Dry,No,Redness,General,Niacinamide + Green Tea Extract + Chamomile Extract,5% + 2% + 0.5%,"Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits, Calms redness and irritation"
37-45,Normal,Normal to Dry,No,Sun Tan,General,Licorice Extract + Alpha Arbutin + Aloe Vera,0.5% + 2% + 5%,"Lightens dark spots and evens skin tone, Reduces hyperpigmentation and dark spots, Soothes and hydrates irritated skin"
37-45,Normal,Normal to Dry,No,Whiteheads / Blackheads,General,Willow Bark Extract + Salicylic Acid + Glycolic Acid,0.5% + 2% + 10%,"Naturally exfoliates and clears pores, Unclogs pores and removes excess oil, Exfoliates dead skin cells and smooths skin"
37-45,Normal,Normal to Dry,No,Wrinkles,General,Niacinamide + Retinol + Hyaluronic Acid,3% + 8% + 1%,"Reduces inflammation and regulates sebum, Stimulates collagen production and reduces wrinkles, Hydrates and plumps the skin"
37-45,Normal,Normal to Oily,Yes,Acne,Comedonal,Benzoyl Peroxide + Green Tea Extract + Azelaic Acid,5% + 8% + 1%,"Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture"
37-45,Normal,Normal to Oily,Yes,Acne,Inflammatory,Salicylic Acid + Green Tea Extract + Azelaic Acid,2% + 8% + 10%,"Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture"
37-45,Normal,Normal to Oily,Yes,Acne,Nodular,Salicylic Acid + Niacinamide + Azelaic Acid,5% + 1% + 2%,"Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum, Reduces acne and improves skin texture"
37-45,Normal,Normal to Oily,Yes,Acne,Cystic,Benzoyl Peroxide + Niacinamide + Azelaic Acid,8% + 3% + 0.5%,"Kills acne-causing bacteria, Reduces inflammation and regulates sebum, Reduces acne and improves skin texture"
37-45,Normal,Normal to Oily,Yes,Dark Circles,Pigmented,Caffeine + Licorice Extract + Niacinamide,5% + 0.5% + 10%,"Reduces puffiness and improves circulation, Lightens dark spots and evens skin tone, Reduces inflammation and regulates sebum"
37-45,Normal,Normal to Oily,Yes,Dark Circles,Vascular,Vitamin C + Vitamin K + Hyaluronic Acid,5% + 2% + 8%,"Brightens skin and reduces pigmentation, Improves blood circulation under eyes, Hydrates and plumps the skin"
37-45,Normal,Normal to Oily,Yes,Dark Spots,General,Licorice Extract + Kojic Acid + Alpha Arbutin,5% + 10% + 2%,"Lightens dark spots and evens skin tone, Lightens pigmentation and skin discoloration, Reduces hyperpigmentation and dark spots"
37-45,Normal,Normal to Oily,Yes,Dullness,General,Vitamin C + Lactic Acid + Green Tea Extract,2% + 0.5% + 5%,"Brightens skin and reduces pigmentation, Gently exfoliates and improves skin radiance, Provides antioxidant and anti-inflammatory benefits"
37-45,Normal,Normal to Oily,Yes,Hyperpigmentation,General,Niacinamide + Alpha Arbutin + Licorice Extract,10% + 1% + 8%,"Reduces inflammation and regulates sebum, Reduces hyperpigmentation and dark spots, Lightens dark spots and evens skin tone"
37-45,Normal,Normal to Oily,Yes,Open Pores,General,Clay + Niacinamide + Green Tea Extract,0.5% + 1% + 5%,"Absorbs excess oil and tightens pores, Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits"
37-45,Normal,Normal to Oily,Yes,Redness,General,Green Tea Extract + Centella Asiatica + Chamomile Extract,8% + 10% + 1%,"Provides antioxidant and anti-inflammatory benefits, Soothes irritation and repairs skin barrier, Calms redness and irritation"
37-45,Normal,Normal to Oily,Yes,Sun Tan,General,Aloe Vera + Alpha Arbutin + Vitamin C,10% + 8% + 3%,"Soothes and hydrates irritated skin, Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation"
37-45,Normal,Normal to Oily,Yes,Whiteheads / Blackheads,General,Salicylic Acid + Willow Bark Extract + Niacinamide,10% + 1% + 8%,"Unclogs pores and removes excess oil, Naturally exfoliates and clears pores, Reduces inflammation and regulates sebum"
37-45,Normal,Normal to Oily,Yes,Wrinkles,General,Retinol + Niacinamide + Hyaluronic Acid,8% + 3% + 0.5%,"Stimulates collagen production and reduces wrinkles, Reduces inflammation and regulates sebum, Hydrates and plumps the skin"
37-45,Normal,Normal to Oily,No,Acne,Comedonal,Azelaic Acid + Niacinamide + Benzoyl Peroxide,10% + 0.5% + 2%,"Reduces acne and improves skin texture, Reduces inflammation and regulates sebum, Kills acne-causing bacteria"
37-45,Normal,Normal to Oily,No,Acne,Inflammatory,Niacinamide + Green Tea Extract + Zinc PCA,8% + 5% + 10%,"Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits, Controls sebum production"
37-45,Normal,Normal to Oily,No,Acne,Nodular,Benzoyl Peroxide + Green Tea Extract + Azelaic Acid,1% + 8% + 3%,"Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture"
